Ra1,?-?-?-?-?-2-306.3-60-280-301-20-20V-48-49f-200.200.200.200-2-207-5-4-8-48-8-493?-25-226-?-?-8-1?*
Ra2,40-40-40-600.560.600-4-1-630-4t-631.48-468-49.200-50.266-430-420y-2-200.47-200.47-69-207-22h-207-22h-226-232-302s-600-200?-?*
Ra3,?-44.430-44.430y-36-4-410-4.64-153.77-11-721-40-2-306-1-778-778-2-778-254.3-7-206.75-4-205s-20-80-4-4-40-460-70t-600-?*
Ra4,600.75-5-1.607-1.8-670-4-53-1f-6-306.109b-2-631-4.90f-4.90f-20f.3-4.90f-2-206.74f-50-301?.3-200-4.64.254.4.64-50-73.6-70-?*
Ra5,?-40-760-600-599-7-?-?-?-27?-77?-34-4-522-700-600-59f-4.64-6:700-30a-450.3-44.607-55b-22f-55b-1.200.1-1.9-755-50-5*
Ra6,2?-1?-561-700-280-616-1-7-600-300-1-7-67.22f-67.22f-460-1t-630.69-700-595-5t-62.64-280-67-?:59f-569?-1.9:5-40-?-40-600?-2-20-80?-
Ra7,?-?-?-48-40-5-600-20-20-80-4-1.9:5-215-7-2-20-80-4-610.700f-631-47-735.55-280-47-53-20-700-430-?*
Ra8,?-?-?-?-?-?-?-?-?-2-1-1.9:5?-?.9.3-206?.37?-5-306?.37?-5-1-?*
