"Gr1","?-215-1-739-522-45.61.9-260.1-4.711-260.1-4.711-510-256-522f-254-22f-153-20.3-515-40-670-20-22-62.1-99-22-95:79-1-1.10-?-7*"
"Gr2","203-73.6-670-73.6-206s-73.6-200-73.6-222-73V.6-451-73.6-700-720-376-73.6-700x-600.4-605s-4-522-700.600-59-4.6-132-56-7-700x.10f-67*"
"Gr3","680-470-1t-430-580c-380.1.3-602.9-232-600-380.1.3-595.5-122-280-67-59f-69.700-380.1.3-2-609-380.1.3-597-380.1.3-59f-720-380.1.3*"
"Gr4","200-92-1-380.1.3-5.6.10-380.1.3-315-380.1.3-90-1-380.1.3-316s-380.1.3-602.3-7-93.75-380.1.3-2-684-380.1.3-19-19-1-?-380.1.3*"
"Gr5","62x.7-1-380.1.3-216s-20-7-320.70-600-380.1.3-290.20-79-280-2-280-30a-380.1.3-88-1-47-1-380.1.3-280-1-521-280-1-521-1-22.61-280-380.1.3-1*"
"Gr6","1.62-1.3-522-380.1.3-731s-670-1-380.1.3-22.370y-371-380.1.3-90-1-607-371-380.1.3-256.3-380.1.3-633-380.1.3-5-66-380.1.3-290.1-66-380.1.3-3.3.4-215-380.1.3*"
"Gr7","79-450-19.69-380.1.3-162-522f-50f-2-450-380.1.3-91-773-260.11-20-306.124-730-6.1.6-2-20:8-302-98-7-59f-2.109-22f.291-291-773-5-291-98-7-4f.124-?.124-98*"
"Gr8","7-6-124-6-124-98-7-59f-2-22-124-1-124-98-7-2-124-1-124-98-7-6-124-6-124-98-7-59f-2.76-187-200.10-124-605-2-599-59f-256-200.200.11-2.76?*"
